sitename,Address,firstComplaint,lastComplaint,NumOfComplaints,NumOfCleanups,NumOfEncampments,NumOfCamps,NumOfOutreachContacted,NumOfOutreachReferred,MapLatitude,MapLongitude,TargetDate,CleanupScheduledOrCompleteDate,CleanupStatus,CleanupID,CleanupSiteCondition,ComplaintSiteCondition,InspectionSiteCondition,OutreachSiteCondition,PoliceSiteCondition,MaintenanceSiteCondition,InventoryInfo,Documents,EncampmentStatus
3667 Dayton Ave N (Planting Strip),"3667 Dayton Ave N, Seattle, WA 98103, USA",10/13/2016,10/13/2016,1,1,0,1,0,0,47.6523188,-122.3523638,11/3/2016,3/23/2017,C,5159,,"1 Number of People, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
E Marginal Way S North of So Nevada,"4200 E Marginal Way S, Seattle, WA 98134, USA",10/14/2016,10/14/2016,1,1,0,1,0,0,47.56505546,-122.3380625,11/4/2016,3/23/2017,C,5160,,"1 Garbage / Litter, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
Summit Slope Park,"200 Summit Ave E, Seattle, WA 98102, USA",8/9/2012,3/20/2018,9,6,0,6,3,3,47.6196949,-122.3252866,11/4/2016,5/25/2017,C,5161,,"3 Number of People, 1 Number of Structures, 1 Garbage / Litter, 2 Number of People, 1 Garbage / Litter, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
5th Ave NE  & NE 40th St (Access Road next to I-5),"4032 5th Ave NE, Seattle, WA 98105, USA",6/17/2009,6/8/2018,15,7,2,5,2,2,47.656553,-122.323166,11/4/2016,4/20/2017,C,5162,,"1 Garbage / Litter, 3 Number of Structures, 1 Number of Vehicles, 1 Human Waste, 1 Rats / Mice, 1 Criminal Activity, 1 Weapons, 1 Alcohol / Drugs, 1 Property Damage, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
708 NE 42nd St,"708 NE 42nd St, Seattle, WA 98105, USA",9/1/2016,10/14/2016,2,1,0,1,0,0,47.657736,-122.3204,9/22/2016,11/3/2016,C,5163,,"5 Number of People, 1 Garbage / Litter, 2 Number of People, 2 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Alcohol / Drugs, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
Licton Springs Park,"9565 Densmore Ave N, Seattle, WA 98103, USA",10/14/2016,7/2/2018,7,3,0,3,1,1,47.6982657,-122.3376396,11/4/2016,4/20/2017,C,5164,,"1 Garbage / Litter, 1 Number of Structures, 3 Number of Structures, ","2 Number of Structures, 1 Garbage / Litter, 1 Hazardous Materials, 1 Criminal Activity, 1 Alcohol / Drugs, 1 Property Damage, 1 Encampment Premium (Parks), ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
6th Ave &  James St,"500 6th Ave, Seattle, WA 98104, USA",7/1/2009,1/10/2018,25,18,9,9,28,28,47.6034623,-122.3274303,11/4/2016,12/5/2016,C,5165,"1 Personal Property Recovered, 8 Number of People, 11 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Hazardous Materials, 1 Criminal Activity, 1 Alcohol / Drugs, 1 Property Damage, ","6 Number of Structures, 1 Garbage / Litter, 1 Alcohol / Drugs, ","8 Number of People, 11 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Hazardous Materials, 1 Criminal Activity, 1 Alcohol / Drugs, ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Encampment
Alaskan Way Viaduct & Pike St,"1561 Alaskan Way, Seattle, WA 98101, USA",5/27/2009,4/20/2018,28,19,2,17,22,22,47.6078897,-122.3427798,11/4/2016,3/27/2017,C,5166,,"3 Number of Structures, 1 Alcohol / Drugs, 7 Number of Structures, 1 Garbage / Litter, 1 Fires, ","1 Garbage / Litter, 1 Human Waste, 1 Criminal Activity, 1 Alcohol / Drugs, 1 Property Damage, ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
Behind Home Depot & Putz Golf Course,"Stone Way North, Seattle, WA 98103, USA",10/15/2014,7/12/2017,10,7,3,4,4,4,47.6566515,-122.3423701,11/4/2016,12/6/2016,C,5167,"1 Personal Property Recovered, 15 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Rats / Mice, 1 Hazardous Materials, 1 Fires, 1 Criminal Activity, 2 Weapons, 1 Alcohol / Drugs, 2 Property Damage, ","2 Number of People, 8 Number of Structures, 1 Garbage / Litter, 1 Criminal Activity, 1 Alcohol / Drugs, ","6 Number of People, 15 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 2 Rats / Mice, 1 Hazardous Materials, 1 Fires, 1 Criminal Activity, 2 Weapons, 1 Alcohol / Drugs, 2 Property Damage, 2 Encampment Premium (Parks), ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Encampment
Alaskan Way S & S Jackson St,"WA-519 & S Jackson St, Seattle, WA 98104, USA",11/27/2012,5/23/2018,11,7,4,3,7,7,47.5992111,-122.3355611,11/4/2016,2/24/2017,C,5168,,,,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
Under AWV @ Blanchard St (SW Corner of World Trade Ctn Building),"World Trade Center, 2211 Elliott Ave, Seattle, WA 98121, USA",11/2/2015,9/25/2017,4,3,0,3,0,0,47.61165625,-122.3466552,11/7/2016,2/1/2017,C,5169,,"5 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Alcohol / Drugs, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
Blaine St stairs,"1663 10th Ave E, Seattle, WA 98102, USA",10/18/2016,10/18/2016,1,1,0,1,0,0,47.6348536,-122.3203449,11/8/2016,5/25/2017,C,5170,,"1 Number of People, 1 Human Waste, ","2 Garbage / Litter, 2 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 2 Property Damage, 2 Encampment Premium (Parks), ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
Interlaken Park,"19th Ave E & E Interlaken Blvd, Seattle, WA 98112, USA",10/19/2016,12/20/2018,4,2,0,2,0,0,47.63721442,-122.3094591,11/9/2016,1/2/2018,C,5171,,"1 Number of Structures, 1 Garbage / Litter, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
Alaskan Way & Marion St overpass,"Alaskan Way & Marion St, Seattle, WA 98104, USA",2/18/2009,6/5/2018,50,26,4,22,13,13,47.60321,-122.337468,11/11/2016,4/7/2017,C,5172,"1 Personal Property Recovered, 20 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 2 Rats / Mice, 1 Hazardous Materials, 2 Fires, 1 Criminal Activity, 1 Weapons, 1 Alcohol / Drugs, 2 Property Damage, ","1 Garbage / Litter, ","20 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 2 Rats / Mice, 1 Hazardous Materials, 2 Fires, 1 Criminal Activity, 1 Weapons, 1 Alcohol / Drugs, 2 Property Damage, 2 Encampment Premium (Parks), ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Encampment
1800 Howell,"1800 E Howell St, Seattle, WA 98122, USA",10/21/2016,10/21/2016,1,1,0,1,0,0,47.6176283,-122.3097971,11/11/2016,6/8/2017,C,5173,,"3 Number of Structures, 1 Garbage / Litter, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
SW Spokane & Delridge Way off-ramp,"Delridge Way SW, Seattle, WA, USA",7/29/2011,5/24/2018,4,4,0,4,6,6,47.57418064,-122.3614311,11/11/2016,11/4/2016,C,5174,"2 Number of People, 2 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 1 Fires, 2 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 2 Property Damage, ","3 Number of People, ","2 Number of People, 2 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 1 Fires, 2 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 2 Property Damage, ","1 Males Contacted, 1 Females Contacted, ",,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
1100 POPLAR PL S,"1100 Poplar Pl S, Seattle, WA 98144, USA",10/24/2016,3/14/2018,6,2,1,1,0,0,47.5928154,-122.3103497,11/14/2016,1/26/2017,C,5175,,"1 Garbage / Litter, ","1 Garbage / Litter, 2 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 2 Property Damage, 2 Encampment Premium (Parks), ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
Burke Gilman Trail & N Northlake Way,"106 NE Northlake Way, Seattle, WA 98105, USA",5/18/2016,3/7/2017,4,4,1,3,0,0,47.6533694,-122.3274842,11/14/2016,1/30/2017,C,5176,,"4 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Fires, 1 Criminal Activity, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
6727 21st Ave SW,"6727 21st Ave SW, Seattle, WA 98106, USA",10/24/2016,10/24/2016,1,1,0,1,0,0,47.5421326,-122.3597541,11/14/2016,3/23/2017,C,5177,,"1 Number of Structures, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
Burke Gilman Trail @ N Northlake Pl & N 34th St,"1340 N Northlake Way, Seattle, WA 98103, USA",10/24/2016,7/17/2018,4,3,0,3,1,1,47.6479288,-122.3406513,11/14/2016,4/14/2017,C,5178,"2 Personal Property Recovered, 1 Number of People, 1 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Rats / Mice, 1 Hazardous Materials, 2 Fires, 1 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 1 Property Damage, ","3 Number of Structures, 1 Garbage / Litter, 1 Hazardous Materials, 1 Alcohol / Drugs, 3 Number of Structures, 1 Garbage / Litter, ","1 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Rats / Mice, 1 Hazardous Materials, 2 Fires, 1 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 1 Property Damage, 2 Encampment Premium (Parks), ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
4300 11TH AVE NW,"4300 11th Ave NW, Seattle, WA 98107, USA",10/24/2016,10/24/2016,1,1,0,1,0,0,47.6598764,-122.3702891,11/14/2016,3/23/2017,C,5179,,"1 Number of Structures, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
Duwamish Head Greenbelt - Harbor Ave.,"Seattle, WA, USA",10/25/2016,5/4/2018,3,1,0,1,0,0,47.58515237,-122.3773098,11/15/2016,NULL,O,5180,,"2 Number of People, 1 Number of Structures, ","2 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Rats / Mice, 1 Hazardous Materials, 1 Fires, 2 Criminal Activity, 2 Weapons, 1 Alcohol / Drugs, 1 Property Damage, ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
I-90 Sound Barrier Wall @ Sturgus Park,"1024 Sturgus Ave S, Seattle, WA 98144, USA",10/25/2016,5/8/2018,6,1,1,0,1,1,47.5938647,-122.3117255,11/15/2016,8/29/2018,C,5181,"1 Personal Property Recovered, 20 Number of People, 15 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 2 Rats / Mice, 1 Hazardous Materials, 1 Fires, 1 Criminal Activity, 2 Weapons, 1 Alcohol / Drugs, 1 Property Damage, ","1 Number of Structures, 1 Garbage / Litter, 1 Number of Structures, 1 Garbage / Litter, 1 Alcohol / Drugs, 1 Number of Structures, 1 Garbage / Litter, 1 Number of Structures, 1 Garbage / Litter, ","60 Number of People, 40 Number of Structures, 2 Number of Vehicles, 1 Garbage / Litter, 1 Human Waste, 2 Rats / Mice, 1 Hazardous Materials, 1 Fires, 1 Criminal Activity, 2 Weapons, 1 Alcohol / Drugs, 1 Property Damage, ","10 Males Contacted, 3 Females Contacted, ",,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Encampment
6800 Aurora Ave N (Green Lake Shore @ 68th & Aurora),"6800 Aurora Ave N, Seattle, WA 98103, USA",10/25/2016,5/3/2018,4,3,0,3,0,0,47.6789068,-122.3455712,11/15/2016,5/9/2017,C,5182,,"1 Number of Structures, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
West Marginal Way SW & Highland Park Way SW,"W Marginal Way SW & Highland Park Way SW, Seattle, WA 98106, USA",9/3/2014,10/26/2016,4,3,0,3,0,1,47.5402836,-122.3420924,11/16/2016,6/27/2017,C,5183,,"3 Number of Structures, 1 Property Damage, ","1 Garbage / Litter, ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
Burke Gilman Trail @ NE 40th St Under University Bridge,"Eastlake Ave NE & NE 40th St, Seattle, WA 98105, USA",10/26/2016,3/13/2018,2,2,0,2,0,0,47.65512134,-122.3186799,11/16/2016,1/31/2017,C,5184,,"1 Garbage / Litter, ","2 Garbage / Litter, 2 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 2 Property Damage, 2 Encampment Premium (Parks), ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
1407 S Dean St,"1407 S Dean St, Seattle, WA 98144, USA",10/26/2016,10/26/2016,1,1,0,1,0,0,47.5952152,-122.3133014,11/16/2016,1/26/2017,C,5185,,"1 Garbage / Litter, ","2 Garbage / Litter, 2 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 2 Property Damage, 2 Encampment Premium (Parks), ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
Interurban Trail @ Stone Ave N & N115th,"11700 Stone Ave N, Seattle, WA 98133, USA",7/24/2015,10/2/2018,3,3,0,3,1,1,47.7145101,-122.3421711,9/26/2016,10/4/2016,C,5186,"2 Number of People, 2 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Criminal Activity, 1 Alcohol / Drugs, ","2 Number of People, 3 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Hazardous Materials, 1 Alcohol / Drugs, ","1 Garbage / Litter, 1 Human Waste, 1 Hazardous Materials, 1 Criminal Activity, 1 Alcohol / Drugs, 1 Property Damage, ","2 Males Contacted, ",,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
Gasworks Park,"2101 N Northlake Way, Seattle, WA 98103, USA",3/22/2011,9/21/2018,50,20,2,18,9,9,47.646865,-122.333933,11/17/2016,4/19/2017,C,5187,,"10 Number of Structures, 1 Garbage / Litter, 30 Number of People, 20 Number of Structures, 1 Garbage / Litter, 2 Human Waste, 1 Hazardous Materials, 1 Fires, 1 Alcohol / Drugs, ","1 Garbage / Litter, 1 Human Waste, 1 Rats / Mice, 1 Hazardous Materials, 2 Fires, 1 Criminal Activity, 2 Weapons, 1 Alcohol / Drugs, 1 Property Damage, 1 Encampment Premium (Parks), ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
Ravenna Park south entrance,"5400 Ravenna Ave NE, Seattle, WA 98105, USA",10/28/2016,10/28/2016,1,1,1,0,1,1,47.6679638,-122.303716,11/18/2016,12/13/2016,C,5188,,"1 Garbage / Litter, ","4 Number of People, 8 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Rats / Mice, 1 Hazardous Materials, 1 Criminal Activity, 1 Alcohol / Drugs, 1 Property Damage, ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Encampment
Cowen  Park,"5849 15th Ave NE, Seattle, WA 98115, USA",9/18/2014,6/10/2018,9,2,0,2,2,2,47.672283,-122.3121938,11/18/2016,NULL,O,5189,,"1 Number of People, 2 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Number of Structures, 1 Garbage / Litter, 1 Number of People, 1 Number of Structures, 1 Number of Structures, 1 Garbage / Litter, 4 Number of Structures, 1 Garbage / Litter, 1 Alcohol / Drugs, 5 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Alcohol / Drugs, 1 Number of Structures, 1 Garbage / Litter, 1 Number of Structures, ","2 Number of Structures, 1 Garbage / Litter, 2 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 1 Alcohol / Drugs, 2 Property Damage, ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
S King St Under I-5,"Seattle, WA",3/24/2014,4/3/2018,10,6,2,4,7,7,47.59892169,-122.3217235,11/18/2016,1/17/2017,C,5190,,"5 Number of People, 1 Garbage / Litter, ","2 Garbage / Litter, 2 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 2 Property Damage, 2 Encampment Premium (Parks), ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
Under I-5 Off-Ramp @ Pasadena & NE 42nd,"4039 7th Ave NE, Seattle, WA 98105, USA",10/24/2012,3/27/2017,11,6,1,5,2,2,47.6567214,-122.3210626,11/30/2016,1/27/2017,C,5191,"6 Number of People, 12 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 2 Rats / Mice, 1 Hazardous Materials, 1 Fires, 1 Criminal Activity, 1 Alcohol / Drugs, 1 Property Damage, ","10 Number of People, 6 Number of Structures, 1 Garbage / Litter, 1 Criminal Activity, ","2 Number of People, 10 Number of Structures, ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Encampment
Golden Gardens - Northern Tip,"8700 Golden Gardens Dr NW, Seattle, WA 98117, USA",4/1/2016,2/26/2018,7,4,2,2,1,1,47.697853,-122.401978,11/18/2016,10/31/2016,C,5192,,"1 Number of People, 1 Number of Structures, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Encampment
840 Poplar Pl S (Alley),"840 Poplar Place South, Seattle, WA 98144, USA",1/15/2015,4/4/2018,5,3,1,2,2,2,47.5954326,-122.312524,11/18/2016,11/14/2016,C,5193,"37 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Rats / Mice, 1 Hazardous Materials, 1 Fires, 1 Criminal Activity, 1 Alcohol / Drugs, 1 Property Damage, ","3 Number of People, 1 Garbage / Litter, 1 Criminal Activity, 1 Alcohol / Drugs, ","33 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Hazardous Materials, 1 Criminal Activity, 1 Alcohol / Drugs, 1 Property Damage, ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Encampment
Westcrest Park,"9000 8th Ave SW, Seattle, WA 98106, USA",5/12/2010,9/24/2018,18,10,1,9,5,6,47.52229872,-122.3352519,11/18/2016,2/23/2017,C,5194,"2 Personal Property Recovered, 400 Weight of Garbage (lbs), 8 Total Staff Hours, 1 Garbage / Litter, 1 Alcohol / Drugs, 2 Property Damage, ",,"1 Garbage / Litter, 1 Encampment Premium (Parks), ",,,"2 Garbage / Litter, 2 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 2 Property Damage, 2 Personal Property Recovered, ",,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
11700 Stone Ave N,"11700 Stone Ave N, Seattle, WA 98133, USA",10/31/2016,1/11/2018,3,3,0,3,0,0,47.7145099,-122.3421899,11/21/2016,12/22/2016,C,5195,,"1 Garbage / Litter, ","2 Garbage / Litter, 2 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 2 Property Damage, 2 Encampment Premium (Parks), ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
SW Admiral Way & SW Lander St,"SW Admiral Way & SW Lander St, Seattle, WA 98116, USA",10/31/2016,10/31/2016,1,1,0,1,0,0,47.5793715,-122.3941809,11/21/2016,3/23/2017,C,5196,,,,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
I-5 NB On-Ramp under Edgar Martinez overpass,"899 S Charles St, Seattle, WA 98134, USA",12/30/2015,10/31/2017,6,4,3,1,4,4,47.5944283,-122.3205139,8/30/2016,11/30/2016,C,5197,"14 Number of People, 27 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Rats / Mice, 1 Hazardous Materials, 1 Criminal Activity, 1 Alcohol / Drugs, ","4 Number of Structures, ","21 Number of Structures, 2 Number of Vehicles, 1 Garbage / Litter, 1 Human Waste, 1 Hazardous Materials, 1 Criminal Activity, 1 Alcohol / Drugs, 2 Encampment Premium (Parks), ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Encampment
Montlake Blvd on/off ramp from 520 highway,"2731 Montlake Blvd E, Seattle, WA 98112, USA",6/24/2014,3/28/2018,8,4,0,4,2,2,47.6445099,-122.3045668,11/21/2016,5/25/2017,C,5198,,"1 Number of People, 1 Garbage / Litter, 8 Number of Structures, 1 Garbage / Litter, 2 Number of Structures, 1 Garbage / Litter, 1 Human Waste, 1 Alcohol / Drugs, ","2 Garbage / Litter, 2 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 2 Property Damage, 2 Encampment Premium (Parks), ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
Alaskan Way Viaduct & Western Ave off ramp,"2100 Western Ave, Seattle, WA 98121, USA",12/2/2009,7/31/2017,7,6,0,6,0,0,47.611461,-122.344792,11/21/2016,1/6/2017,C,5199,,"2 Number of Structures, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
1116 California Ave SW - lower Hamilton VP,"1116 California Avenue Southwest, Seattle, WA 98116, USA",7/22/2013,11/4/2017,4,4,0,4,1,1,47.5937499,-122.3869757,11/21/2016,2/21/2017,C,5200,"2 Personal Property Recovered, 2 Garbage / Litter, 2 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 2 Property Damage, ","1 Number of Structures, ","2 Garbage / Litter, 2 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 2 Property Damage, 2 Encampment Premium (Parks), ",,,"2 Garbage / Litter, 2 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 2 Property Damage, 2 Personal Property Recovered, ",,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
308 25th Ave S (ROW area),"Seattle, WA",11/1/2016,11/1/2016,1,1,0,1,0,0,47.605078,-122.329974,11/22/2016,12/27/2016,C,5201,,"1 Garbage / Litter, 1 Criminal Activity, ","2 Garbage / Litter, 2 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 2 Property Damage, ",,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
2200 Western Ave,"2200 Western Ave, Seattle, WA 98121, USA",11/2/2016,8/9/2017,2,2,0,2,1,1,47.6123,-122.34611,11/23/2016,3/27/2017,C,5202,,"1 Number of Structures, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
10th & S Dearborn St,"1118 S Dearborn St, Seattle, WA 98104, USA",11/19/2014,9/15/2017,5,4,1,3,3,3,47.59587251,-122.3183661,11/24/2016,4/13/2017,C,5203,"2 Personal Property Recovered, 1 Garbage / Litter, 1 Human Waste, 2 Rats / Mice, 2 Hazardous Materials, 2 Fires, 2 Criminal Activity, 2 Weapons, 2 Alcohol / Drugs, 1 Property Damage, ","6 Number of Structures, 1 Garbage / Litter, ",,,,,,Cleanup Doc:      Inspection Doc:      Inventory Doc:      Site Doc:  ,Camping
